Constituency No,Constituency Name,Total Rounds,Rounds Done,Candidate S.N.,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
149,149 - KASBA (West Bengal),23,23,10,ISHTIAQUE ANWAR,Independent,158,3,161,0.07
149,149 - KASBA (West Bengal),23,23,11,PARTHA PRATIM ROY,Independent,197,2,199,0.08
149,149 - KASBA (West Bengal),23,23,12,PRADYOT KUMAR SUR,Independent,265,1,266,0.11
149,149 - KASBA (West Bengal),23,23,13,SWAPAN CHAKRABORTY,Independent,438,1,439,0.18
149,149 - KASBA (West Bengal),23,23,14,NOTA,None of the Above,1877,25,1902,0.79
150,150 - JADAVPUR (West Bengal),26,26,1,DEBABRATA MAJUMDAR (MALAY),All India Trinamool Congress,77787,696,78483,33.96
150,150 - JADAVPUR (West Bengal),26,26,2,BIKASHRANJAN BHATTACHARYA,Communist Party of India (Marxist),40523,625,41148,17.81
150,150 - JADAVPUR (West Bengal),26,26,3,SARBORI MUKHERJEE,Bharatiya Janata Party,105224,975,106199,45.96
150,150 - JADAVPUR (West Bengal),26,26,4,SHYAMALI MONDAL,Indian National Congress,1465,37,1502,0.65
150,150 - JADAVPUR (West Bengal),26,26,5,DEBABRATA BERA,Socialist Unity Centre Of India (COMMUNIST),464,6,470,0.2
150,150 - JADAVPUR (West Bengal),26,26,6,KRISHANU NAG,Independent,111,0,111,0.05
150,150 - JADAVPUR (West Bengal),26,26,7,GAUTAM GOSWAMI,Independent,157,0,157,0.07
150,150 - JADAVPUR (West Bengal),26,26,8,JABA SARKAR,Independent,117,7,124,0.05
150,150 - JADAVPUR (West Bengal),26,26,9,TANUJIT DAS,Independent,119,2,121,0.05
150,150 - JADAVPUR (West Bengal),26,26,10,BISWAJIT DAS,Independent,98,4,102,0.04
150,150 - JADAVPUR (West Bengal),26,26,11,BHASWATI GANGOPADHYAY,Independent,182,0,182,0.08
150,150 - JADAVPUR (West Bengal),26,26,12,MEGHNAD NASKAR,Independent,231,4,235,0.1
150,150 - JADAVPUR (West Bengal),26,26,13,SANTANU SARKAR,Independent,265,0,265,0.11
150,150 - JADAVPUR (West Bengal),26,26,14,NOTA,None of the Above,1931,45,1976,0.86
151,151 - SONARPUR UTTAR (West Bengal),22,22,1,JAGANNATH KUMIR,Indian National Congress,1509,24,1533,0.6
151,151 - SONARPUR UTTAR (West Bengal),22,22,2,DEBASISH DHAR,Bharatiya Janata Party,118980,844,119824,46.73
151,151 - SONARPUR UTTAR (West Bengal),22,22,3,FIRDOUSI BEGAM,All India Trinamool Congress,109519,498,110017,42.9
151,151 - SONARPUR UTTAR (West Bengal),22,22,4,MONALISA SINHA,Communist Party of India (Marxist),19564,180,19744,7.7
151,151 - SONARPUR UTTAR (West Bengal),22,22,5,SANJOY PRAMANIK,Bahujan Samaj Party,386,5,391,0.15
151,151 - SONARPUR UTTAR (West Bengal),22,22,6,ANINDYA RAY CHAUDHURY,Socialist Unity Centre Of India (COMMUNIST),353,4,357,0.14
151,151 - SONARPUR UTTAR (West Bengal),22,22,7,ARUP MANDAL,Independent,141,0,141,0.05
151,151 - SONARPUR UTTAR (West Bengal),22,22,8,ABUL KASHEM,Independent,197,2,199,0.08
151,151 - SONARPUR UTTAR (West Bengal),22,22,9,DIPENDU ISAR,Independent,175,3,178,0.07
151,151 - SONARPUR UTTAR (West Bengal),22,22,10,NARAYAN DAS,Independent,233,3,236,0.09
151,151 - SONARPUR UTTAR (West Bengal),22,22,11,SAMIR BHATTACHARYA,Independent,375,2,377,0.15
151,151 - SONARPUR UTTAR (West Bengal),22,22,12,SARASWATI MONDAL,Independent,1259,3,1262,0.49
151,151 - SONARPUR UTTAR (West Bengal),22,22,13,SUSHAMA MAITY MANNA,Independent,576,10,586,0.23
151,151 - SONARPUR UTTAR (West Bengal),22,22,14,NOTA,None of the Above,1585,14,1599,0.62
152,152 - TOLLYGANJ (West Bengal),17,17,1,AMAL DHALI,Bahujan Samaj Party,624,8,632,0.31
152,152 - TOLLYGANJ (West Bengal),17,17,2,AROOP BISWAS,All India Trinamool Congress,81646,748,82394,40.06
152,152 - TOLLYGANJ (West Bengal),17,17,3,PAPIA ADHIKARY,Bharatiya Janata Party,87693,714,88407,42.99
152,152 - TOLLYGANJ (West Bengal),17,17,4,PARTHA PRATIM BISWAS,Communist Party of India (Marxist),29917,418,30335,14.75
152,152 - TOLLYGANJ (West Bengal),17,17,5,MANAS SINHA ROY,Indian National Congress,1052,14,1066,0.52
152,152 - TOLLYGANJ (West Bengal),17,17,6,SUMITA BANERJEE,Socialist Unity Centre Of India (COMMUNIST),289,3,292,0.14
152,152 - TOLLYGANJ (West Bengal),17,17,7,DR.CHANDRACHUR GOSWAMI,Independent,122,7,129,0.06
152,152 - TOLLYGANJ (West Bengal),17,17,8,TAPAN DAS,Independent,87,4,91,0.04
152,152 - TOLLYGANJ (West Bengal),17,17,9,DEBASHIS DAS,Independent,158,6,164,0.08
152,152 - TOLLYGANJ (West Bengal),17,17,10,MOUMITA KIRTAN,Independent,220,4,224,0.11
152,152 - TOLLYGANJ (West Bengal),17,17,11,RUPA BISWAS,Independent,423,3,426,0.21
152,152 - TOLLYGANJ (West Bengal),17,17,12,NOTA,None of the Above,1466,35,1501,0.73
153,153 - BEHALA PURBA (West Bengal),23,23,1,ABHIJIT RAHA,Indian National Congress,1845,38,1883,0.8
153,153 - BEHALA PURBA (West Bengal),23,23,2,DR NILAY MAJUMDAR,Communist Party of India (Marxist),21748,243,21991,9.37
153,153 - BEHALA PURBA (West Bengal),23,23,3,PUSHPA DHALI,Bahujan Samaj Party,678,12,690,0.29
153,153 - BEHALA PURBA (West Bengal),23,23,4,SANKAR SIKDER,Bharatiya Janata Party,114598,904,115502,49.22
153,153 - BEHALA PURBA (West Bengal),23,23,5,SUBHASISH CHAKRABORTY,All India Trinamool Congress,89794,571,90365,38.5
153,153 - BEHALA PURBA (West Bengal),23,23,6,ASISH SAMANTA,Socialist Unity Centre Of India (COMMUNIST),676,7,683,0.29
153,153 - BEHALA PURBA (West Bengal),23,23,7,ASHIM CHAKRABORTY,Independent,147,0,147,0.06
153,153 - BEHALA PURBA (West Bengal),23,23,8,ATANU DAS,Independent,217,2,219,0.09
153,153 - BEHALA PURBA (West Bengal),23,23,9,BHOLANATH PATRA,Independent,610,0,610,0.26
153,153 - BEHALA PURBA (West Bengal),23,23,10,KRISHNASISH GANGOPADHYAY,Independent,328,2,330,0.14
153,153 - BEHALA PURBA (West Bengal),23,23,11,PINTU BAYEN,Independent,233,2,235,0.1
153,153 - BEHALA PURBA (West Bengal),23,23,12,SUBHASHIS KAR,Independent,395,2,397,0.17
153,153 - BEHALA PURBA (West Bengal),23,23,13,NOTA,None of the Above,1595,40,1635,0.7
154,154 - BEHALA PASCHIM (West Bengal),26,26,1,ADARSHA ROY,Bahujan Samaj Party,498,5,503,0.21
154,154 - BEHALA PASCHIM (West Bengal),26,26,2,DR. INDRANIL KHAN,Bharatiya Janata Party,112104,1067,113171,47.39
154,154 - BEHALA PASCHIM (West Bengal),26,26,3,NIHAR BHAKTA,Communist Party of India (Marxist),30358,318,30676,12.85
154,154 - BEHALA PASCHIM (West Bengal),26,26,4,RATNA CHATTERJEE,All India Trinamool Congress,87760,712,88472,37.05
154,154 - BEHALA PASCHIM (West Bengal),26,26,5,SAIBAL RAY,Indian National Congress,1592,14,1606,0.67
154,154 - BEHALA PASCHIM (West Bengal),26,26,6,SANJOY BISWAS,Socialist Unity Centre Of India (COMMUNIST),548,7,555,0.23
154,154 - BEHALA PASCHIM (West Bengal),26,26,7,SAROOP CHATTOPADHYAY,Aam Janata Unnayan party,122,0,122,0.05
154,154 - BEHALA PASCHIM (West Bengal),26,26,8,MOHIT BANERJEE,Independent,110,1,111,0.05
154,154 - BEHALA PASCHIM (West Bengal),26,26,9,MOUSUMI GHOSH,Independent,182,2,184,0.08
154,154 - BEHALA PASCHIM (West Bengal),26,26,10,MRIDUL OJHA,Independent,148,1,149,0.06
154,154 - BEHALA PASCHIM (West Bengal),26,26,11,NIHAR ROY,Independent,271,5,276,0.12
154,154 - BEHALA PASCHIM (West Bengal),26,26,12,RATNA BAITHA,Independent,599,4,603,0.25
154,154 - BEHALA PASCHIM (West Bengal),26,26,13,SUTAPA DAS,Independent,454,2,456,0.19
154,154 - BEHALA PASCHIM (West Bengal),26,26,14,SWAPAN DAS,Independent,428,0,428,0.18
154,154 - BEHALA PASCHIM (West Bengal),26,26,15,NOTA,None of the Above,1441,43,1484,0.62
155,155 - MAHESHTALA (West Bengal),17,17,1,ABDUL HANNAN SK,Indian National Congress,3121,13,3134,1.36
155,155 - MAHESHTALA (West Bengal),17,17,2,TAMANATH BHOWMICK,Bharatiya Janata Party,83489,409,83898,36.51
155,155 - MAHESHTALA (West Bengal),17,17,3,SUBHASIS DAS,All India Trinamool Congress,116507,304,116811,50.83
155,155 - MAHESHTALA (West Bengal),17,17,4,SHAILESH KUMAR,Bahujan Samaj Party,926,3,929,0.4
155,155 - MAHESHTALA (West Bengal),17,17,5,SAYAN BANERJEE,Communist Party of India (Marxist),21095,127,21222,9.24
155,155 - MAHESHTALA (West Bengal),17,17,6,MOHAMMED ASLAM,Aam Janata Unnayan party,261,1,262,0.11
155,155 - MAHESHTALA (West Bengal),17,17,7,SANGEETA MAITI,Socialist Unity Centre Of India (COMMUNIST),324,0,324,0.14
155,155 - MAHESHTALA (West Bengal),17,17,8,SAMIR KUMAR MONDAL,Independent,301,4,305,0.13
155,155 - MAHESHTALA (West Bengal),17,17,9,SUPRAKASH MANDAL,Independent,1108,1,1109,0.48
155,155 - MAHESHTALA (West Bengal),17,17,10,SUBIR CHAKRABORTY,Independent,524,0,524,0.23
155,155 - MAHESHTALA (West Bengal),17,17,11,NOTA,None of the Above,1256,17,1273,0.55
156,156 - BUDGE BUDGE (West Bengal),12,12,1,ASHOK KUMAR DEB,All India Trinamool Congress,126425,666,127091,58.27
156,156 - BUDGE BUDGE (West Bengal),12,12,2,DR TARUN KUMAR ADAK,Bharatiya Janata Party,79787,454,80241,36.79
156,156 - BUDGE BUDGE (West Bengal),12,12,3,MUJIBAR RAHMAN KAYAL,Indian National Congress,5297,26,5323,2.44
156,156 - BUDGE BUDGE (West Bengal),12,12,4,KAJAL DUTTA,Communist Party of India (Marxist-Leninist) (Liberation),2009,28,2037,0.93
156,156 - BUDGE BUDGE (West Bengal),12,12,5,BASUDEB KABRI,Socialist Unity Centre Of India (COMMUNIST),444,8,452,0.21
156,156 - BUDGE BUDGE (West Bengal),12,12,6,TANMOY SARDAR,Independent,308,0,308,0.14
156,156 - BUDGE BUDGE (West Bengal),12,12,7,MAINUR KHAN,Independent,645,3,648,0.3
156,156 - BUDGE BUDGE (West Bengal),12,12,8,NOTA,None of the Above,1977,16,1993,0.91
157,157 - METIABURUZ (West Bengal),11,11,1,ABDUL KHALEQUE MOLLA,All India Trinamool Congress,124040,190,124230,68.99
157,157 - METIABURUZ (West Bengal),11,11,2,BIR BAHADUR SINGH,Bharatiya Janata Party,36193,158,36351,20.19
157,157 - METIABURUZ (West Bengal),11,11,3,MD MUKHTAR,Indian National Congress,6431,10,6441,3.58
157,157 - METIABURUZ (West Bengal),11,11,4,MONIRUL ISLAM,Communist Party of India (Marxist),9525,42,9567,5.31
157,157 - METIABURUZ (West Bengal),11,11,5,RAM RAMISHWAR,Bahujan Samaj Party,239,3,242,0.13
157,157 - METIABURUZ (West Bengal),11,11,6,AJAZ AHMED ANSARI,Aam Janata Unnayan party,87,0,87,0.05
157,157 - METIABURUZ (West Bengal),11,11,7,RAFIQUL ISLAM GAZI,Indian Union Muslim League,118,3,121,0.07
157,157 - METIABURUZ (West Bengal),11,11,8,RINA ADHIKARI ROY,Socialist Unity Centre Of India (COMMUNIST),222,2,224,0.12
157,157 - METIABURUZ (West Bengal),11,11,9,AHMED ALI MOLLA,Independent,148,1,149,0.08
157,157 - METIABURUZ (West Bengal),11,11,10,MAHABBAT KHAN,Independent,563,0,563,0.31
157,157 - METIABURUZ (West Bengal),11,11,11,SK MONIRUL ISLAM,Independent,408,0,408,0.23
157,157 - METIABURUZ (West Bengal),11,11,12,NOTA,None of the Above,1678,7,1685,0.94
158,158 - KOLKATA PORT (West Bengal),19,19,1,AQUIB GULZAR,Indian National Congress,2523,10,2533,1.64
158,158 - KOLKATA PORT (West Bengal),19,19,2,FAIYAZ AHMAD KHAN,Communist Party of India (Marxist),2543,28,2571,1.66
158,158 - KOLKATA PORT (West Bengal),19,19,3,FIRHAD HAKIM,All India Trinamool Congress,100881,345,101226,65.43
158,158 - KOLKATA PORT (West Bengal),19,19,4,FIROZA KHATUN,Bahujan Samaj Party,524,2,526,0.34
158,158 - KOLKATA PORT (West Bengal),19,19,5,RAKESH SINGH,Bharatiya Janata Party,44876,270,45146,29.18
158,158 - KOLKATA PORT (West Bengal),19,19,6,MD IMTIYAZ ALAM,Aam Janata Unnayan party,164,2,166,0.11
158,158 - KOLKATA PORT (West Bengal),19,19,7,SRI CHAND BIND,Socialist Unity Centre Of India (COMMUNIST),132,1,133,0.09
158,158 - KOLKATA PORT (West Bengal),19,19,8,BISWAJIT HALDER,Independent,54,1,55,0.04
158,158 - KOLKATA PORT (West Bengal),19,19,9,DINESH SHAW,Independent,97,0,97,0.06
158,158 - KOLKATA PORT (West Bengal),19,19,10,MD. MOMTAZ ALAM,Independent,158,0,158,0.1
158,158 - KOLKATA PORT (West Bengal),19,19,11,OM PRAKASH RAM,Independent,241,1,242,0.16
158,158 - KOLKATA PORT (West Bengal),19,19,12,QAISAR KHAN,Independent,222,0,222,0.14
158,158 - KOLKATA PORT (West Bengal),19,19,13,SANJAY DEY,Independent,782,4,786,0.51
158,158 - KOLKATA PORT (West Bengal),19,19,14,SEKH SADIK HOSSAIN,Independent,268,0,268,0.17
158,158 - KOLKATA PORT (West Bengal),19,19,15,NOTA,None of the Above,571,2,573,0.37
159,159 - BHABANIPUR (West Bengal),20,20,1,ADHIKARI SUVENDU,Bharatiya Janata Party,73463,454,73917,53.02
159,159 - BHABANIPUR (West Bengal),20,20,2,MAMATA BANERJEE,All India Trinamool Congress,58349,463,58812,42.19
159,159 - BHABANIPUR (West Bengal),20,20,3,PRADIP PRASAD,Indian National Congress,1243,14,1257,0.9
159,159 - BHABANIPUR (West Bengal),20,20,4,SHRIJEEB BISWAS,Communist Party of India (Marxist),3513,43,3556,2.55
159,159 - BHABANIPUR (West Bengal),20,20,5,ANUMITA SHAW,Socialist Unity Centre Of India (COMMUNIST),217,2,219,0.16
159,159 - BHABANIPUR (West Bengal),20,20,6,MANIKA MUKHERJEE,Bharatiya Nyay-Adhikar Raksha Party,70,3,73,0.05
159,159 - BHABANIPUR (West Bengal),20,20,7,MALAY GUHA ROY,Independent,67,1,68,0.05
159,159 - BHABANIPUR (West Bengal),20,20,8,MUMTAZ ALI,Independent,79,0,79,0.06
159,159 - BHABANIPUR (West Bengal),20,20,9,NARAYAN DAS,Independent,83,1,84,0.06
159,159 - BHABANIPUR (West Bengal),20,20,10,SAFAR SEKH,Independent,71,0,71,0.05
159,159 - BHABANIPUR (West Bengal),20,20,11,SK SAFI AHAMED,Independent,141,1,142,0.1
159,159 - BHABANIPUR (West Bengal),20,20,12,SUBRATA BOSE,Independent,305,1,306,0.22
159,159 - BHABANIPUR (West Bengal),20,20,13,NOTA,None of the Above,817,12,829,0.59
160,160 - RASHBEHARI (West Bengal),20,20,1,ASHUTOSH CHATTERJEE,Indian National Congress,2351,76,2427,1.75
160,160 - RASHBEHARI (West Bengal),20,20,2,DASGUPTA SWAPAN,Bharatiya Janata Party,73398,725,74123,53.4
160,160 - RASHBEHARI (West Bengal),20,20,3,DEBASISH KUMAR (DEBA),All India Trinamool Congress,52666,592,53258,38.37
160,160 - RASHBEHARI (West Bengal),20,20,4,DILIP CHANDRA HALDER,Socialist Unity Centre Of India (COMMUNIST),831,14,845,0.61
160,160 - RASHBEHARI (West Bengal),20,20,5,MANAS GHOSH,Communist Party of India (Marxist-Leninist) (Liberation),5537,81,5618,4.05
160,160 - RASHBEHARI (West Bengal),20,20,6,SK ALAMGIR,Independent,200,3,203,0.15
160,160 - RASHBEHARI (West Bengal),20,20,7,DEBASHIS NATH,Independent,311,10,321,0.23
160,160 - RASHBEHARI (West Bengal),20,20,8,GOPAL GHOSH,Independent,505,8,513,0.37
160,160 - RASHBEHARI (West Bengal),20,20,9,PANKAJ THAKKAR,Independent,206,4,210,0.15
160,160 - RASHBEHARI (West Bengal),20,20,10,NOTA,None of the Above,1260,36,1296,0.93
161,161 - BALLYGUNGE (West Bengal),16,16,1,AFREEN BEGUM,Communist Party of India (Marxist),7128,57,7185,4.29
161,161 - BALLYGUNGE (West Bengal),16,16,2,DOLA SARKAR,Bahujan Samaj Party,376,7,383,0.23
161,161 - BALLYGUNGE (West Bengal),16,16,3,ROHAN MITRA,Indian National Congress,1948,27,1975,1.18
161,161 - BALLYGUNGE (West Bengal),16,16,4,SHATORUPA,Bharatiya Janata Party,46692,313,47005,28.08
161,161 - BALLYGUNGE (West Bengal),16,16,5,SOBHANDEB CHATTOPADHYAY,All India Trinamool Congress,108071,410,108481,64.81
161,161 - BALLYGUNGE (West Bengal),16,16,6,AYASANUL HAQUE SK.,Socialist Unity Centre Of India (COMMUNIST),424,3,427,0.26
161,161 - BALLYGUNGE (West Bengal),16,16,7,FAISAL KHAN,Aam Janata Unnayan party,112,0,112,0.07
161,161 - BALLYGUNGE (West Bengal),16,16,8,GOBINDA NASKAR,Independent,136,1,137,0.08
161,161 - BALLYGUNGE (West Bengal),16,16,9,MEHBOOB ALAM,Independent,366,0,366,0.22
161,161 - BALLYGUNGE (West Bengal),16,16,10,REEPA BHATTACHARJEE,Independent,158,4,162,0.1
161,161 - BALLYGUNGE (West Bengal),16,16,11,SHAIK IMRAN,Independent,140,1,141,0.08
161,161 - BALLYGUNGE (West Bengal),16,16,12,UTTAM KUMAR DAS,Independent,190,1,191,0.11
161,161 - BALLYGUNGE (West Bengal),16,16,13,NOTA,None of the Above,806,13,819,0.49
162,162 - CHOWRANGEE (West Bengal),21,21,1,BANDYOPADHYAY NAYNA,All India Trinamool Congress,62720,218,62938,57.15
162,162 - CHOWRANGEE (West Bengal),21,21,2,MANASH SARKAR,Indian National Congress,2105,12,2117,1.92
162,162 - CHOWRANGEE (West Bengal),21,21,3,SANJAY BASU,Communist Party of India (Marxist),2572,30,2602,2.36
162,162 - CHOWRANGEE (West Bengal),21,21,4,SANTOSH KUMAR PATHAK,Bharatiya Janata Party,40734,202,40936,37.17
162,162 - CHOWRANGEE (West Bengal),21,21,5,DEBASISH BHADRA,Right to Recall Party,111,0,111,0.1
162,162 - CHOWRANGEE (West Bengal),21,21,6,PRABIR SEAL,Socialist Unity Centre Of India (COMMUNIST),175,3,178,0.16
162,162 - CHOWRANGEE (West Bengal),21,21,7,JOHAR IQBAL,Independent,34,0,34,0.03
162,162 - CHOWRANGEE (West Bengal),21,21,8,MD EHSAN ELAHI,Independent,65,0,65,0.06
162,162 - CHOWRANGEE (West Bengal),21,21,9,SAYANTAN PATRA,Independent,118,0,118,0.11
162,162 - CHOWRANGEE (West Bengal),21,21,10,SUMANTA BHOWMICK,Independent,75,1,76,0.07
162,162 - CHOWRANGEE (West Bengal),21,21,11,TEJASH BOLE,Independent,114,1,115,0.1
162,162 - CHOWRANGEE (West Bengal),21,21,12,NOTA,None of the Above,823,9,832,0.76
163,163 - ENTALLY (West Bengal),21,21,1,ABDUL RAUF,Communist Party of India (Marxist),4861,43,4904,2.97
163,163 - ENTALLY (West Bengal),21,21,2,KASHIF REZA,Indian National Congress,1591,8,1599,0.97
163,163 - ENTALLY (West Bengal),21,21,3,DR. PRIYANKA TIBREWAL,Bharatiya Janata Party,60216,205,60421,36.57
163,163 - ENTALLY (West Bengal),21,21,4,SANDIPAN SAHA,All India Trinamool Congress,94244,183,94427,57.16
163,163 - ENTALLY (West Bengal),21,21,5,SAMS MUSHAFIR,Socialist Unity Centre Of India (COMMUNIST),552,1,553,0.33
163,163 - ENTALLY (West Bengal),21,21,6,SHA ALAM,Aam Janata Unnayan party,113,2,115,0.07
163,163 - ENTALLY (West Bengal),21,21,7,ANSHAR ALI,Independent,86,0,86,0.05
163,163 - ENTALLY (West Bengal),21,21,8,ASHOK DAS,Independent,96,1,97,0.06
163,163 - ENTALLY (West Bengal),21,21,9,IMRAN ALI,Independent,75,0,75,0.05
163,163 - ENTALLY (West Bengal),21,21,10,KUNDAN KR. SHAW,Independent,74,0,74,0.04
163,163 - ENTALLY (West Bengal),21,21,11,MANTU KAR,Independent,135,1,136,0.08
163,163 - ENTALLY (West Bengal),21,21,12,PREM CHAND RAM,Independent,261,3,264,0.16
163,163 - ENTALLY (West Bengal),21,21,13,RASHID IQBAL,Independent,1193,0,1193,0.72
163,163 - ENTALLY (West Bengal),21,21,14,TOUSEEF AHMED KHAN,Independent,436,0,436,0.26
163,163 - ENTALLY (West Bengal),21,21,15,UDAY BARUA,Independent,132,3,135,0.08
163,163 - ENTALLY (West Bengal),21,21,16,NOTA,None of the Above,686,6,692,0.42
164,164 - BELEGHATA (West Bengal),23,23,1,KUNAL KUMAR GHOSH,All India Trinamool Congress,93333,424,93757,53.85
164,164 - BELEGHATA (West Bengal),23,23,2,PARAMITA ROY,Communist Party of India (Marxist),10408,117,10525,6.05
164,164 - BELEGHATA (West Bengal),23,23,3,PARTHA CHAUDHURY,Bharatiya Janata Party,64817,364,65181,37.44
164,164 - BELEGHATA (West Bengal),23,23,4,SHAHINA JAVED,Indian National Congress,1621,17,1638,0.94
164,164 - BELEGHATA (West Bengal),23,23,5,JAYANTI MITRA,Socialist Unity Centre Of India (COMMUNIST),296,2,298,0.17
164,164 - BELEGHATA (West Bengal),23,23,6,ABHIJIT HAZRA,Independent,85,1,86,0.05
164,164 - BELEGHATA (West Bengal),23,23,7,DEBDYUTI  DEB,Independent,145,2,147,0.08
164,164 - BELEGHATA (West Bengal),23,23,8,NAZIR AHMED,Independent,203,2,205,0.12
164,164 - BELEGHATA (West Bengal),23,23,9,PRITAMBAR DAS,Independent,170,1,171,0.1
164,164 - BELEGHATA (West Bengal),23,23,10,SONALI SAHA,Independent,305,1,306,0.18
164,164 - BELEGHATA (West Bengal),23,23,11,SUBRATA DE,Independent,225,1,226,0.13
164,164 - BELEGHATA (West Bengal),23,23,12,NOTA,None of the Above,1558,10,1568,0.9
165,165 - JORASANKO (West Bengal),22,22,1,BHARATRAM TEWARI,Communist Party of India (Marxist),4071,37,4108,3.84
165,165 - JORASANKO (West Bengal),22,22,2,DEEPAK SINGH,Indian National Congress,1098,13,1111,1.04
165,165 - JORASANKO (West Bengal),22,22,3,VIJAY OJHA,Bharatiya Janata Party,52653,215,52868,49.48
165,165 - JORASANKO (West Bengal),22,22,4,VIJAY UPADHYAY,All India Trinamool Congress,46874,197,47071,44.05
165,165 - JORASANKO (West Bengal),22,22,5,ANSUMAN MITRA,Socialist Unity Centre Of India (COMMUNIST),287,1,288,0.27
165,165 - JORASANKO (West Bengal),22,22,6,BIJOY GHORAI,Independent,65,0,65,0.06
165,165 - JORASANKO (West Bengal),22,22,7,BIJOY OJHA,Independent,93,1,94,0.09
165,165 - JORASANKO (West Bengal),22,22,8,HARIRAM SINGH,Independent,40,1,41,0.04
165,165 - JORASANKO (West Bengal),22,22,9,LAKSHMI PRASAD,Independent,94,0,94,0.09
165,165 - JORASANKO (West Bengal),22,22,10,PAWAN KUMAR SHARMA,Independent,247,1,248,0.23
165,165 - JORASANKO (West Bengal),22,22,11,PRADEEP KUMAR SARAFF,Independent,125,0,125,0.12
165,165 - JORASANKO (West Bengal),22,22,12,PRITAM SINGH,Independent,61,1,62,0.06
165,165 - JORASANKO (West Bengal),22,22,13,NOTA,None of the Above,665,7,672,0.63
166,166 - SHYAMPUKUR (West Bengal),21,21,1,JHUMA DAS,All India Forward Bloc,7291,65,7356,6.3
166,166 - SHYAMPUKUR (West Bengal),21,21,2,PURNA GHOSH,Indian National Congress,1128,8,1136,0.97
166,166 - SHYAMPUKUR (West Bengal),21,21,3,PURNIMA CHAKRABORTY,Bharatiya Janata Party,59993,255,60248,51.6
166,166 - SHYAMPUKUR (West Bengal),21,21,4,SHASHI PANJA,All India Trinamool Congress,45335,280,45615,39.06
166,166 - SHYAMPUKUR (West Bengal),21,21,5,GOURANGA KHATUA,Socialist Unity Centre Of India (COMMUNIST),430,4,434,0.37
166,166 - SHYAMPUKUR (West Bengal),21,21,6,ANITA JAISWAL,Independent,87,0,87,0.07
166,166 - SHYAMPUKUR (West Bengal),21,21,7,AYAN CHAKRABORTY,Independent,91,2,93,0.08
166,166 - SHYAMPUKUR (West Bengal),21,21,8,BARNALI GHOSH,Independent,53,1,54,0.05
166,166 - SHYAMPUKUR (West Bengal),21,21,9,CHHAYA GHOSH,Independent,139,1,140,0.12
166,166 - SHYAMPUKUR (West Bengal),21,21,10,RIMA MONDAL,Independent,360,4,364,0.31
166,166 - SHYAMPUKUR (West Bengal),21,21,11,SANJAY BAGARIA,Independent,185,1,186,0.16
166,166 - SHYAMPUKUR (West Bengal),21,21,12,UMA GOSWAMI,Independent,111,2,113,0.1
166,166 - SHYAMPUKUR (West Bengal),21,21,13,NOTA,None of the Above,925,17,942,0.81
167,167 - MANIKTALA (West Bengal),20,20,1,SANJAY PRAJAPATI,Bahujan Samaj Party,502,2,504,0.33
167,167 - MANIKTALA (West Bengal),20,20,2,SHRREYA PANDE,All India Trinamool Congress,60353,373,60726,40.29
167,167 - MANIKTALA (West Bengal),20,20,3,SUGATO ROY CHAUDHURI,Indian National Congress,1405,21,1426,0.95
167,167 - MANIKTALA (West Bengal),20,20,4,TAPAS ROY,Bharatiya Janata Party,75944,426,76370,50.67
167,167 - MANIKTALA (West Bengal),20,20,5,MOUSUMI GHOSH,Communist Party of India,8926,88,9014,5.98
167,167 - MANIKTALA (West Bengal),20,20,6,PRANATI PAUL,Amra Bangalee,175,3,178,0.12
167,167 - MANIKTALA (West Bengal),20,20,7,SUBIR SAMANTA,Socialist Unity Centre Of India (COMMUNIST),152,1,153,0.1
167,167 - MANIKTALA (West Bengal),20,20,8,PINTU PYNE,Independent,70,0,70,0.05
167,167 - MANIKTALA (West Bengal),20,20,9,PRATIMA SAHA,Independent,88,2,90,0.06
167,167 - MANIKTALA (West Bengal),20,20,10,RICKY PAUL,Independent,116,1,117,0.08
167,167 - MANIKTALA (West Bengal),20,20,11,SHYAMAL GUHA,Independent,233,2,235,0.16
